Tempo_fs,Temp_K,E_pot_eV,E_kin_eV,E_tot_eV
114.000,2523808798.02,-84399.97755,41104653.88769,41020253.91015
115.000,2572620540.02,-74669.47346,41899638.73844,41824969.26498
116.000,2629406527.85,-97029.06188,42824498.17217,42727469.11029
117.000,2634529189.70,-80409.17059,42907929.70712,42827520.53653
118.000,2708153925.12,-83909.22720,44107037.68618,44023128.45898
119.000,3734877955.01,-75344.06764,60829039.73317,60753695.66553
120.000,6352586642.49,-98977.61584,103463018.05283,103364040.43699
121.000,6383988423.59,-75857.15272,103974451.14749,103898593.99477
122.000,6417061075.63,-89332.17920,104513097.30646,104423765.12726
123.000,6476758865.02,-75849.17085,105485380.53682,105409531.36597
124.000,6593271744.73,-100847.74232,107382997.18578,107282149.44345
125.000,6527800599.38,-65350.79750,106316684.72528,106251333.92778
126.000,6976836459.10,-13945.93703,113630021.46121,113616075.52419
127.000,8388056337.84,-98070.56517,136614212.94215,136516142.37698
128.000,8410929809.79,-94182.93329,136986747.56070,136892564.62742
129.000,8437734827.31,-86456.35724,137423314.29608,137336857.93884
130.000,8533278112.13,-61409.00178,138979404.30440,138917995.30261
131.000,8633279512.65,-92112.37859,140608102.54814,140515990.16954
132.000,8654271429.99,-85898.72472,140949992.74887,140864094.02415
133.000,8681958111.60,-97500.14604,141400918.93069,141303418.78465
134.000,8690107785.47,-87378.57267,141533650.66702,141446272.09435
135.000,8690594035.03,-99119.92538,141541570.09413,141442450.16875
136.000,8700970063.03,-88405.47583,141710561.91309,141622156.43726
137.000,8703538690.59,-65414.12665,141752396.51920,141686982.39256
138.000,8727144829.71,-93941.43864,142136863.90785,142042922.46921
139.000,8792037652.13,-43281.29042,143193757.36486,143150476.07444
140.000,8951677428.13,-74875.41473,145793771.17910,145718895.76436
141.000,8974750317.90,-101762.77077,146169553.66657,146067790.89579
142.000,8994622542.25,-81344.35615,146493207.70274,146411863.34659
143.000,9084831300.74,-96852.91517,147962415.59139,147865562.67622
144.000,9183564701.22,-82950.42017,149570462.22990,149487511.80973
145.000,9237252882.77,-60390.43387,150444868.45357,150384478.01970
146.000,9322921059.42,-110729.33744,151840125.00118,151729395.66375
147.000,9341771191.35,-103518.50769,152147132.46922,152043613.96153
148.000,9418566322.76,-75443.20304,153397875.90873,153322432.70570
149.000,9489143469.42,-85938.68983,154547348.55822,154461409.86839
150.000,11438977076.00,15992.49609,186303809.50735,186319802.00344
151.000,16934206402.97,-92884.05449,275803259.58304,275710375.52855
152.000,16952716521.20,-92542.45838,276104729.33137,276012186.87299
153.000,17064141385.93,-81932.33034,277919478.73027,277837546.39993
154.000,17135908077.94,-97226.66385,279088325.21271,278991098.54887
155.000,17113970925.91,-46200.64048,278731040.20665,278684839.56618
156.000,39955895540.40,9941.73708,650751854.99494,650761796.73202
157.000,108548230182.81,-101428.35984,1767898358.74051,1767796930.38068
158.000,109002524347.97,-94792.21068,1775297336.20533,1775202543.99466
159.000,109054637072.01,-103235.97523,1776146083.33963,1776042847.36440
160.000,109120869909.07,-71838.36523,1777224801.28591,1777152962.92068
161.000,109204311591.45,-108468.40900,1778583795.46826,1778475327.05926
162.000,109240626495.18,-98664.77870,1779175247.38410,1779076582.60540
163.000,109286587705.12,-61055.14637,1779923806.31953,1779862751.17316
164.000,109346972059.50,-78199.05707,1780907271.46505,1780829072.40798
165.000,108516022449.06,-70591.79131,1767373799.29313,1767303207.50182
166.000,107814995929.35,-81922.59609,1755956352.58262,1755874429.98653
167.000,107889104708.22,-74833.00358,1757163344.05843,1757088511.05486
168.000,108114661697.31,-80501.88162,1760836935.32874,1760756433.44712
169.000,108342271349.49,-91643.02148,1764543957.81869,1764452314.79720
170.000,108435843845.29,-93640.57170,1766067950.07050,1765974309.49881
171.000,108500069602.83,-108577.68021,1767113979.20556,1767005401.52536
172.000,109665257803.45,-57454.73897,1786091113.18595,1786033658.44699
173.000,113843198103.13,-59086.83150,1854136200.48286,1854077113.65136
174.000,113909804078.38,-106934.38986,1855220995.63924,1855114061.24938
175.000,113919643390.73,-100481.86270,1855381246.10229,1855280764.23959
176.000,114018686228.81,-77462.72376,1856994332.47489,1856916869.75113
177.000,114328884433.12,-99536.20224,1862046454.42434,1861946918.22210
178.000,114449895258.91,-95382.21280,1864017328.01621,1863921945.80341
179.000,114519371839.53,-95875.62764,1865148876.01704,1865053000.38941
180.000,114644740922.36,-66129.21158,1867190731.47056,1867124602.25899
181.000,114916205969.00,-84626.34324,1871612015.99630,1871527389.65307
182.000,115184455958.91,-93687.69089,1875980937.68294,1875887249.99205
183.000,115504561803.11,-74044.95543,1881194422.92938,1881120377.97395
184.000,116234468565.54,-64757.88607,1893082235.05824,1893017477.17217
185.000,117336417374.00,-78931.34785,1911029404.59394,1910950473.24609
186.000,117225898668.56,-91196.36426,1909229413.58885,1909138217.22460
187.000,117417481485.06,-64770.78276,1912349675.85644,1912284905.07368
188.000,117769184343.61,-78317.68339,1918077773.91335,1917999456.22996
189.000,117815283562.49,-80689.23920,1918828580.56634,1918747891.32714
190.000,118053682285.85,-82101.66419,1922711322.00806,1922629220.34387
191.000,118853566605.26,-78438.04191,1935738841.41667,1935660403.37476
192.000,118946908629.40,-101631.35708,1937259080.03309,1937157448.67601
193.000,118966733480.30,-86800.17419,1937581962.50952,1937495162.33534
194.000,119140991623.31,-102995.87219,1940420062.07602,1940317066.20382
195.000,119334031742.43,-89643.28167,1943564059.07335,1943474415.79168
196.000,119406496130.82,-72862.94063,1944744268.76523,1944671405.82460
197.000,119444012944.49,-84827.38958,1945355295.89296,1945270468.50337
198.000,119507041607.42,-92635.25946,1946381828.24246,1946289192.98300
199.000,119544166401.65,-103525.41161,1946986470.64576,1946882945.23415
200.000,119556509508.37,-89474.46021,1947187499.79269,1947098025.33247
201.000,119540856428.32,-90211.55261,1946932561.92327,1946842350.37066
202.000,119588838547.05,-91384.94573,1947714034.90367,1947622649.95794
203.000,119789626096.68,-88913.58937,1950984212.39843,1950895298.80906
204.000,119780424848.65,-88627.13081,1950834353.93221,1950745726.80140
205.000,119683986935.23,-85118.17128,1949263693.32754,1949178575.15626
206.000,119745105094.07,-97207.78313,1950259109.76622,1950161901.98309
207.000,119727164729.96,-60681.28762,1949966919.46323,1949906238.17561
208.000,119634043411.67,-98633.44246,1948450275.42862,1948351641.98617
209.000,119514197254.14,-101468.80750,1946498370.50265,1946396901.69515
210.000,119434586885.40,-103578.21673,1945201775.98421,1945098197.76748
211.000,119423738146.09,-88992.75043,1945025085.23224,1944936092.48181
212.000,119467848355.60,-86662.18932,1945743497.37827,1945656835.18896
213.000,119534763140.93,-67432.44426,1946833322.04849,1946765889.60423
214.000,119622162886.17,-110925.25650,1948256780.22833,1948145854.97183
215.000,119592255723.32,-87528.48137,1947769689.61417,1947682161.13280
216.000,119667346173.56,-62658.46484,1948992669.33018,1948930010.86534
217.000,120138174224.84,-82422.57054,1956660930.13660,1956578507.56606
218.000,120142231850.13,-85430.43842,1956727015.68292,1956641585.24450
219.000,120194621479.13,-111376.53592,1957580272.70025,1957468896.16433
220.000,120445356309.12,-76932.26644,1961663929.28008,1961586997.01364
221.000,120772437786.07,-70844.06686,1966991024.94354,1966920180.87669
222.000,120989915760.10,-91311.30459,1970533035.28022,1970441723.97563
223.000,120992545383.64,-111591.63522,1970575863.31282,1970464271.67760
224.000,121015175625.16,-94476.92654,1970944436.49709,1970849959.57055
225.000,121103024857.49,-100692.13414,1972375215.36280,1972274523.22866
226.000,121120934755.12,-78587.14179,1972666909.46570,1972588322.32392
227.000,121125926331.92,-73219.85526,1972748206.05084,1972674986.19558
228.000,121202000209.57,-61068.00112,1973987202.60748,1973926134.60637
229.000,121276516912.76,-96657.14523,1975200837.84643,1975104180.70120
230.000,121416480631.36,-98965.95596,1977480392.54745,1977381426.59149
231.000,121457399569.96,-75598.05977,1978146829.24810,1978071231.18833
232.000,121374917190.04,-73809.59364,1976803458.98928,1976729649.39565
233.000,121413363700.93,-51393.90183,1977429627.86722,1977378233.96538
234.000,121507963069.87,-98197.53188,1978970344.54965,1978872147.01777
235.000,121453706865.19,-103581.93408,1978086687.07271,1977983105.13863
236.000,121408423520.94,-92631.63258,1977349168.36927,1977256536.73670
237.000,121368841453.78,-95487.50491,1976704504.96542,1976609017.46051
238.000,121403148120.10,-86797.21463,1977263249.21180,1977176451.99717
239.000,121506250238.85,-88790.54211,1978942448.09152,1978853657.54942
240.000,121598385207.56,-86569.82780,1980443027.69276,1980356457.86497
241.000,122262468901.17,-21173.84001,1991258795.67012,1991237621.83011
242.000,123062925275.37,-84189.74330,2004295631.99443,2004211442.25113
243.000,123238162647.42,-68119.16590,2007149680.02377,2007081560.85788
244.000,123831778373.06,-41443.51444,2016817753.51801,2016776310.00357
245.000,124603022384.41,-91197.83651,2029378815.26506,2029287617.42855
246.000,124783326389.54,-63637.67657,2032315382.30257,2032251744.62600
247.000,125421288955.06,-101293.31920,2042705721.88372,2042604428.56452
248.000,125309871580.06,-38401.91749,2040891094.46820,2040852692.55071
249.000,125106245845.69,-81185.20448,2037574692.15565,2037493506.95117
250.000,125192934279.29,-89187.06211,2038986565.37759,2038897378.31549
251.000,125241323199.31,-102221.55990,2039774663.83061,2039672442.27071
252.000,125405100840.96,-63328.83057,2042442070.04608,2042378741.21552
253.000,126954015838.28,10104.73293,2067668868.09689,2067678972.82982
254.000,132203073374.00,-110267.24648,2153158978.68370,2153048711.43722
255.000,132407679005.75,-77664.09951,2156491340.34410,2156413676.24459
256.000,133027212362.23,-100864.55074,2166581527.92494,2166480663.37419
257.000,133540034558.11,-85712.91878,2174933737.04790,2174848024.12912
258.000,133589115577.48,-77027.63790,2175733107.55306,2175656079.91516
259.000,133031548423.94,-88001.88888,2166652148.29680,2166564146.40792
260.000,132566624953.54,-84634.89890,2159080053.94865,2158995419.04974
261.000,133441957452.52,-1953.41522,2173336379.32301,2173334425.90779
262.000,135153327529.83,-97545.36438,2201209043.35239,2201111497.98800
263.000,134996532856.92,-62937.77032,2198655367.03344,2198592429.26312
264.000,134714698944.22,-65809.02380,2194065207.33325,2193999398.30944
265.000,134699472664.39,-90245.81181,2193817220.65424,2193726974.84244
266.000,134279380184.53,-60740.85366,2186975277.63584,2186914536.78218
267.000,133758568804.48,-69591.31766,2178492950.63284,2178423359.31518
268.000,133701088168.17,-82448.39307,2177556777.63008,2177474329.23702
269.000,133933005248.41,-94396.27415,2181333954.14261,2181239557.86846
270.000,133998643729.39,-82097.32235,2182402991.95746,2182320894.63511
271.000,133794143444.90,-85427.37558,2179072346.06207,2178986918.68648
272.000,134419904252.65,-92732.52510,2189263958.61168,2189171226.08657
273.000,135566835041.22,-86549.05559,2207943738.60718,2207857189.55159
274.000,135674111155.17,-109293.22325,2209690918.32125,2209581625.09801
275.000,135712574917.16,-67380.21111,2210317368.16372,2210249987.95262
276.000,135973156222.36,-81086.00001,2214561391.86647,2214480305.86647
277.000,136211243382.97,-88631.88594,2218439058.96218,2218350427.07624
278.000,136306303379.35,-94957.13883,2219987277.77054,2219892320.63171
279.000,136248865274.83,-98367.69333,2219051797.47263,2218953429.77929
280.000,136467053416.54,-77249.82294,2222605374.13584,2222528124.31291
281.000,136211065741.88,-40545.56225,2218436165.76526,2218395620.20301
282.000,136065309698.89,-98920.16612,2216062272.90004,2215963352.73392
283.000,142326951210.52,101293.51351,2318044089.94846,2318145383.46197
284.000,161821855621.15,-92372.90702,2635552808.91428,2635460436.00725
285.000,161708686483.98,-90390.23398,2633709650.97854,2633619260.74455
286.000,161821818336.81,-89325.75689,2635552201.67343,2635462875.91654
287.000,162006804267.33,-97993.84366,2638565022.07964,2638467028.23598
288.000,162252665965.57,-68305.48663,2642569311.15978,2642501005.67315
289.000,162627163119.90,-86281.74729,2648668654.31241,2648582372.56512
290.000,162670395776.91,-75954.33338,2649372773.97655,2649296819.64318
291.000,162735924965.42,-92480.34511,2650440031.77169,2650347551.42658
292.000,162790739205.19,-100632.35702,2651332777.82907,2651232145.47205
293.000,163175653172.79,-92136.27008,2657601777.06023,2657509640.79015
294.000,163548900159.97,-74568.71044,2663680759.04767,2663606190.33723
295.000,163726350297.36,-79896.24305,2666570845.84239,2666490949.59934
296.000,163834181180.64,-86862.53803,2668327060.94838,2668240198.41035
297.000,163835844199.86,-72125.89550,2668354146.13391,2668282020.23841
298.000,164014757539.51,-90134.85971,2671268063.74443,2671177928.88472
299.000,164202345505.91,-80902.39267,2674323262.86983,2674242360.47716
300.000,164338297976.18,-107346.91690,2676537487.35464,2676430140.43773
301.000,164461804441.86,-71499.21771,2678549006.82033,2678477507.60263
302.000,164579958744.81,-61320.57874,2680473356.92643,2680412036.34769
303.000,164371130615.13,-88216.39413,2677072224.47946,2676984008.08533
304.000,164202768073.89,-94222.74080,2674330145.13075,2674235922.38995
305.000,164217385916.78,-106729.10141,2674568222.34679,2674461493.24538
306.000,169170407593.75,-44641.80630,2755236869.62718,2755192227.82088
307.000,182495233362.00,-106059.65912,2972255033.50260,2972148973.84348
308.000,182738632361.61,-56325.59494,2976219213.21507,2976162887.62012
309.000,183092652537.81,-100269.38646,2981985052.85533,2981884783.46886
310.000,183127019773.77,-104756.79451,2982544783.58472,2982440026.79021
311.000,183122919080.36,-54001.21513,2982477996.59857,2982423995.38345
312.000,183166384093.45,-105328.44036,2983185900.58898,2983080572.14862
313.000,183250308630.04,-96732.64221,2984552758.89923,2984456026.25702
314.000,183301159128.47,-62849.22105,2985380948.47513,2985318099.25408
315.000,183258664062.72,-100167.17818,2984688841.77881,2984588674.60064
316.000,183171537155.14,-98049.45392,2983269827.23888,2983171777.78496
317.000,183280053360.40,-80600.39169,2985037204.01549,2984956603.62380
318.000,183487264906.57,-95720.58470,2988412007.56375,2988316286.97906
319.000,185128038009.84,-57552.68330,3015134876.02012,3015077323.33682
320.000,189646421469.96,-78288.93184,3088724677.43691,3088646388.50507
321.000,189726583062.73,-68860.30815,3090030249.60574,3089961389.29759
322.000,189660722721.66,-76546.60356,3088957598.41015,3088881051.80659
323.000,189017401150.99,-56802.85938,3078479978.02877,3078423175.16938
324.000,188751842332.45,-82536.83070,3074154886.78904,3074072349.95834
325.000,188813585392.16,-65357.22779,3075160480.83465,3075095123.60686
326.000,188740741212.55,-91068.70478,3073974085.57630,3073883016.87152
327.000,188814965940.67,-95043.39957,3075182965.48904,3075087922.08947
328.000,189020762143.39,-71272.97546,3078534717.68623,3078463444.71077
329.000,189259156246.70,-78224.15864,3082417383.88232,3082339159.72367
330.000,189779522836.15,-91094.26644,3090892466.69012,3090801372.42368
331.000,189745403576.82,-88753.74082,3090336774.69519,3090248020.95437
332.000,189898622844.47,-2262.32992,3092832219.26717,3092829956.93726
333.000,192290187685.09,-82230.57967,3131783048.30819,3131700817.72851
334.000,192571780754.04,-90591.32027,3136369285.44526,3136278694.12499
335.000,192654931727.65,-97429.11393,3137723544.92538,3137626115.81145
336.000,192729408287.28,-92506.84289,3138936526.35590,3138844019.51301
337.000,192862281106.90,-81441.09402,3141100593.32716,3141019152.23314
338.000,192968358038.15,-94434.79359,3142828242.24735,3142733807.45375
339.000,193048346148.01,-72067.04881,3144130988.94250,3144058921.89370
340.000,193036400605.17,-98713.56536,3143936434.82083,3143837721.25547
341.000,193077868790.45,-100030.34468,3144611816.96736,3144511786.62268
342.000,192478624290.37,-40244.51629,3134852069.00650,3134811824.49021
343.000,193473855508.88,-86975.96012,3151061155.37127,3150974179.41116
344.000,193829998210.25,-68611.28090,3156861564.05748,3156792952.77657
345.000,194640340875.25,-82455.73327,3170059415.97139,3169976960.23812
346.000,195367015726.28,-94192.52802,3181894590.75321,3181800398.22519
347.000,195471579154.62,-60113.02305,3183597589.62323,3183537476.60018
348.000,195645596236.21,-88291.58018,3186431763.08170,3186343471.50152
349.000,195684577472.73,-80520.87445,3187066640.90467,3186986120.03022
350.000,195819892564.41,-51327.30965,3189270484.56091,3189219157.25126
351.000,196309467984.38,-76687.29713,3197244079.15561,3197167391.85848
352.000,196907519777.71,-35030.80233,3206984401.79455,3206949370.99222
353.000,197330796248.23,-56866.79292,3213878201.68672,3213821334.89380
354.000,198215293496.72,-55434.26350,3228283791.08487,3228228356.82137
355.000,198907926829.78,-82745.21206,3239564540.02639,3239481794.81433
356.000,199235597203.95,-36133.22345,3244901226.91405,3244865093.69060
357.000,199727084644.06,-99715.90221,3252905962.11095,3252806246.20873
358.000,199877545435.26,-80418.03156,3255356480.05473,3255276062.02317
359.000,200668235038.11,-91072.92395,3268234247.37342,3268143174.44947
360.000,201292758537.08,-97829.49304,3278405708.17895,3278307878.68591
361.000,201321172826.53,-100088.13865,3278868484.73096,3278768396.59231
362.000,201429108335.18,-75645.75778,3280626403.84469,3280550758.08692
363.000,201382571171.06,-93406.09271,3279868464.48506,3279775058.39234
364.000,201197917271.16,-102363.86378,3276861051.77997,3276758687.91619
365.000,200986317347.81,-52854.16211,3273414775.81047,3273361921.64836
366.000,200987898839.71,-81924.06639,3273440533.18062,3273358609.11423
367.000,201008420502.79,-98187.68519,3273774764.46586,3273676576.78067
368.000,200859914508.45,-73372.77696,3271356083.81835,3271282711.04139
369.000,200104398116.25,-52752.08614,3259051173.94082,3258998421.85468
370.000,199359217497.53,-82898.30339,3246914600.26664,3246831701.96326
371.000,199191733154.17,-81060.51976,3244186823.91105,3244105763.39130
372.000,199164705918.79,-93065.71864,3243746637.96807,3243653572.24943
373.000,199305397154.36,-67396.52157,3246038041.55921,3245970645.03764
374.000,199404755906.78,-68114.46462,3247656273.15111,3247588158.68650
375.000,199459130223.78,-62771.31584,3248541854.29426,3248479082.97842
376.000,199663351282.54,-81103.56986,3251867952.50881,3251786848.93895
377.000,199812049403.44,-88541.70250,3254289762.27441,3254201220.57192
378.000,199844159575.95,-73178.65174,3254812732.76582,3254739554.11407
379.000,199603465389.92,-82333.50014,3250892605.68745,3250810272.18730
380.000,199390888531.99,-97483.50232,3247430418.62459,3247332935.12227
381.000,199346547161.60,-83411.10575,3246708241.61807,3246624830.51232
382.000,199312125992.58,-93224.23009,3246147632.49415,3246054408.26406
383.000,199441759591.76,-90233.82708,3248258943.07800,3248168709.25091
384.000,199400971917.50,-76792.28264,3247594644.24725,3247517851.96461
385.000,199407450235.50,-64726.15282,3247700155.02097,3247635428.86816
386.000,199908509141.22,-72417.44486,3255860778.32701,3255788360.88215
387.000,200221462028.65,-76015.17727,3260957765.12372,3260881749.94645
388.000,200325645820.62,-95101.32335,3262654580.94955,3262559479.62620
389.000,200565734148.91,-95810.04205,3266564840.57173,3266469030.52968
390.000,200907016395.30,-81297.84462,3272123220.67832,3272041922.83369
391.000,200817485277.07,-90348.57059,3270665049.35021,3270574700.77962
392.000,200795992798.78,-88894.25728,3270315006.63618,3270226112.37890
393.000,201914055938.19,-71070.60497,3288524626.32138,3288453555.71641
394.000,202795302175.76,-83422.10427,3302877267.30338,3302793845.19911
395.000,203090394024.96,-66213.70401,3307683355.75826,3307617142.05425
396.000,203675652698.24,-66870.08629,3317215319.99372,3317148449.90743
397.000,202909338597.40,-74123.79413,3304734550.48810,3304660426.69397
398.000,202344566156.15,-90521.50912,3295536240.48102,3295445718.97190
399.000,202317433444.54,-93400.22486,3295094336.67240,3295000936.44755
400.000,202425655403.56,-79846.32553,3296856921.13285,3296777074.80732
401.000,202462984515.91,-72109.67208,3297464891.21533,3297392781.54325
402.000,202554880565.05,-75724.55524,3298961579.59237,3298885855.03713
403.000,202807229544.27,-65004.13602,3303071525.42411,3303006521.28810
404.000,203050645857.90,-92390.33669,3307035987.12602,3306943596.78933
405.000,203104722748.24,-99789.38818,3307916724.15417,3307816934.76599
406.000,203116467740.88,-106474.04351,3308108011.96408,3308001537.92056
407.000,203083258278.59,-89648.46336,3307567137.61010,3307477489.14674
408.000,203145428591.91,-75936.54888,3308579690.23024,3308503753.68137
409.000,203684782475.08,-48297.55168,3317364014.42625,3317315716.87457
410.000,204082954662.40,-79109.80413,3323848947.02511,3323769837.22098
411.000,204163330088.36,-90092.04823,3325158001.84249,3325067909.79426
412.000,204262573796.12,-89420.64227,3326774359.73027,3326684939.08800
413.000,204720755299.58,-14288.25979,3334236649.31910,3334222361.05931
414.000,204725672766.45,-42306.27475,3334316738.89391,3334274432.61917
415.000,204734541842.73,-102352.87243,3334461187.36051,3334358834.48809
416.000,204730881095.14,-70509.48346,3334401565.66382,3334331056.18037
417.000,204635593790.92,-98215.15055,3332849644.74857,3332751429.59802
418.000,204642217309.52,-89643.60785,3332957520.36881,3332867876.76096
419.000,204633472753.04,-90372.48219,3332815099.92556,3332724727.44337
420.000,204535850008.84,-93441.49577,3331225142.27308,3331131700.77731
421.000,204621489915.51,-91876.43567,3332619938.39449,3332528061.95882
422.000,204734321111.47,-91943.97174,3334457592.36477,3334365648.39303
423.000,204718812596.80,-93678.11031,3334205008.99607,3334111330.88576
424.000,204773394009.62,-83477.66203,3335093963.05819,3335010485.39616
425.000,204884242945.25,-79648.46979,3336899332.44130,3336819683.97151
426.000,204939576392.61,-102465.83812,3337800534.70514,3337698068.86702
427.000,205022646225.11,-68013.16833,3339153472.65982,3339085459.49149
428.000,205253727523.86,-86520.90138,3342917037.00451,3342830516.10313
429.000,206246140864.15,-84828.65230,3359080229.27895,3358995400.62665
430.000,207329313442.23,-94432.21104,3376721594.96313,3376627162.75209
431.000,207503050639.63,-101331.29525,3379551210.01638,3379449878.72112
432.000,207535964945.69,-71178.09927,3380087277.23338,3380016099.13412
433.000,207422111071.53,-99603.67206,3378232967.15452,3378133363.48246
434.000,207526677537.31,-66174.80209,3379936015.49459,3379869840.69250
435.000,207702129538.21,-80443.11093,3382793559.13135,3382713116.02042
436.000,207697299872.54,-83134.91115,3382714899.55295,3382631764.64180
437.000,207833049565.04,-100501.21386,3384925821.44614,3384825320.23228
438.000,208881497342.66,-41406.91847,3402001632.83580,3401960225.91733
439.000,212359023033.62,-88287.92219,3458639239.46627,3458550951.54408
440.000,212497440413.53,-102656.23251,3460893609.32887,3460790953.09635
441.000,212508234951.77,-93079.82144,3461069417.32139,3460976337.49994
442.000,212433934039.88,-91526.61712,3459859296.62238,3459767770.00526
443.000,215452086658.07,-3921.32817,3509015206.86740,3509011285.53923
444.000,225245135294.29,-90171.42027,3668512184.21914,3668422012.79887
445.000,225354120804.68,-90200.55824,3670287204.45311,3670197003.89488
446.000,225178122103.63,-93716.44870,3667420756.84549,3667327040.39679
447.000,225376988311.01,-100124.95059,3670659641.91114,3670559516.96055
448.000,225520468601.76,-68284.50215,3672996470.15886,3672928185.65670
449.000,225087782266.42,-74147.34079,3665949414.10999,3665875266.76920
450.000,225370325055.90,-80997.74478,3670551119.11199,3670470121.36720
451.000,225972442385.20,-100449.28356,3680357656.13659,3680257206.85303
452.000,226038884887.54,-91409.82136,3681439788.84982,3681348379.02846
453.000,228395414675.44,-56774.82296,3719820010.59397,3719763235.77101
454.000,236166852854.87,-72924.65274,3846391515.07020,3846318590.41746
455.000,236255838594.39,-96102.69805,3847840803.94924,3847744701.25120
456.000,236198400624.29,-104771.32724,3846905325.84048,3846800554.51324
457.000,236236706027.28,-38932.17351,3847529196.52881,3847490264.35530
458.000,236796158519.07,-62067.34790,3856640861.82604,3856578794.47814
459.000,237057945125.69,-78892.46646,3860904515.97691,3860825623.51045
460.000,236719106237.45,-88609.55532,3855385930.24424,3855297320.68892
461.000,236608697872.90,-109796.85293,3853587736.33387,3853477939.48095
462.000,236556776652.24,-87785.20674,3852742108.16824,3852654322.96150
463.000,236801563592.65,-51270.99767,3856728892.93168,3856677621.93402
464.000,237119261888.42,-102054.44142,3861903167.02823,3861801112.58681
465.000,237112273369.70,-83616.93348,3861789346.74065,3861705729.80717
466.000,237176212454.24,-68328.16629,3862830706.90307,3862762378.73678
467.000,236442813930.39,-107359.95607,3850886025.31372,3850778665.35765
468.000,235755950519.52,-86970.28475,3839699249.67755,3839612279.39280
469.000,235683096375.49,-94433.36898,3838512692.13137,3838418258.76238
470.000,235398832294.29,-86803.31631,3833882952.87389,3833796149.55757
471.000,235478496364.22,-95974.41181,3835180422.01040,3835084447.59859
472.000,235788917210.87,-109610.72892,3840236170.08096,3840126559.35204
473.000,235556569067.59,-90249.01162,3836451972.95062,3836361723.93900
474.000,235266453338.96,-110786.51595,3831726929.34911,3831616142.83316
475.000,235341484678.83,-100322.93676,3832948946.34905,3832848623.41229
476.000,235221559170.97,-102497.55784,3830995749.06379,3830893251.50594
477.000,234962139663.53,-58650.96795,3826770647.27575,3826711996.30780
478.000,235435809369.36,-99630.87438,3834485189.41167,3834385558.53728
479.000,235561852020.83,-93280.88216,3836538015.11224,3836444734.23008
480.000,235686334152.40,-68076.12303,3838565425.00853,3838497348.88550
481.000,235965843276.23,-100314.30229,3843117721.44337,3843017407.14108
482.000,236189101991.79,-79927.97886,3846753881.29732,3846673953.31846
483.000,236260347442.01,-106329.84951,3847914238.44274,3847807908.59323
484.000,236368280687.08,-95932.12509,3849672120.69006,3849576188.56497
485.000,236494810177.17,-86284.46229,3851732875.41154,3851646590.94925
486.000,236442852307.76,-91258.00069,3850886650.35659,3850795392.35590
487.000,236185474941.22,-63313.89155,3846694808.41572,3846631494.52417
488.000,236055814528.19,-34139.12100,3844583061.12149,3844548922.00049
489.000,236570679987.43,-86587.37685,3852968548.37282,3852881960.99598
490.000,236703624491.84,-80482.13506,3855133782.85677,3855053300.72171
491.000,236568127537.16,-86614.71357,3852926977.24234,3852840362.52876
492.000,236673158131.29,-71095.89028,3854637584.72695,3854566488.83667
493.000,237507362701.24,-34111.46983,3868224069.62481,3868189958.15498
494.000,238359509751.68,-85008.29489,3882102779.29446,3882017770.99957
495.000,238964018452.62,-72731.02797,3891948264.00150,3891875532.97354
496.000,239092509006.81,-81194.32050,3894040958.09230,3893959763.77180
497.000,238786745652.72,-100282.38419,3889061065.45891,3888960783.07472
498.000,238683421861.23,-89445.89852,3887378256.24972,3887288810.35119
499.000,238573966757.82,-79586.27186,3885595587.86946,3885516001.59760
500.000,238305833636.55,-94098.57749,3881228569.59368,3881134471.01620
501.000,238255311955.78,-83306.69077,3880405735.39029,3880322428.69951
502.000,238368986594.09,-80730.62427,3882257126.29878,3882176395.67452
503.000,238466546489.96,-101506.44394,3883846060.35604,3883744553.91210
504.000,238620448787.98,-99646.21700,3886352629.27571,3886252983.05871
505.000,238911652056.69,-44776.50368,3891095385.37550,3891050608.87182
506.000,239359426490.89,-96571.23874,3898388177.58384,3898291606.34510
507.000,239352035772.45,-85705.36859,3898267806.76817,3898182101.39958
508.000,239243147996.03,-93716.84266,3896494378.30328,3896400661.46062
509.000,239147680123.66,-86532.53930,3894939516.51900,3894852983.97970
510.000,239225496763.40,-101768.93321,3896206897.01368,3896105128.08047
511.000,239277853833.38,-91161.21760,3897059623.75032,3896968462.53271
512.000,239275886145.65,-101108.31831,3897027576.50373,3896926468.18542
513.000,239340417892.23,-57159.20054,3898078589.20721,3898021430.00667
514.000,239527917363.18,-62503.03120,3901132347.02890,3901069843.99771
515.000,239617877460.52,-78537.78460,3902597505.03442,3902518967.24981
516.000,238866790362.42,-9489.05116,3890364733.98180,3890355244.93064
517.000,238399730825.05,-65917.43885,3882757850.03571,3882691932.59686
518.000,238625344248.14,-64955.26506,3886432360.43276,3886367405.16770
519.000,239081359513.66,-95580.37383,3893859369.03640,3893763788.66257
520.000,239311911804.02,-65895.43383,3897614317.55137,3897548422.11754
521.000,239465037494.71,-84278.33029,3900108238.05844,3900023959.72816
522.000,239466160747.22,-92051.88758,3900126532.19610,3900034480.30852
523.000,239554084588.50,-93388.23269,3901558526.19942,3901465137.96674
524.000,239511899639.03,-64696.56459,3900871470.29071,3900806773.72612
525.000,239412692175.47,-81027.66095,3899255702.70321,3899174675.04226
526.000,239395104498.93,-71089.13347,3898969256.53610,3898898167.40263
